Genome,World-wide Prevalence,World-wide Abundance,Hadza Prevalence,Hadza Abundance,Hunter-gatherer Lifestyle Prevalence,Hunter-gatherer Lifestyle Abundance,Transitional lifestyle prevalence,Transitional Lifestyle Abundance,Industrial Lifestyle Prevalence,Industrial Lifestyle Abundance,GTDB Taxonomy,Phylum,Species name,New species compared to UHGG?,P-value?,#NAME?,Change in prevalence,Percentile Rank,Special Taxa?
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_10_2310.125.fa,0.002777778,6.43E-07,0.02962963,7.36E-07,0.018726592,6.43E-07,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-451;s__,Firmicutes,CAG-451 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_14_1915.37.fa,0.002222222,7.41E-07,0.02962963,7.41E-07,0.014981273,7.41E-07,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__UMGS1217;s__,Firmicutes,UMGS1217 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_17_1778.119.fa,0.002222222,5.90E-07,0.02962963,5.90E-07,0.014981273,5.90E-07,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__,Firmicutes,CAG-433 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_24_1920.425.fa,0.002222222,5.26E-07,0.02962963,5.26E-07,0.014981273,5.26E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,Firmicutes_A,Acutalibacteraceae sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_24_1920.75.fa,0.002222222,1.03E-06,0.02962963,1.03E-06,0.014981273,1.03E-06,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__,Firmicutes,Granulicatella sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_O_22_1935.26.fa,0.016111111,1.96E-06,0.02962963,2.00E-06,0.026217228,1.38E-06,0.037735849,2.15E-06,0,,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__;s__,Elusimicrobiota,Elusimicrobiaceae sp.,FALSE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_21_2150.331.fa,0.003333333,6.86E-07,0.02962963,7.38E-07,0.014981273,7.38E-07,0.003430532,5.81E-07,0,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__UBA3637;g__;s__,Proteobacteria,UBA3637 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_7_2143.272.fa,0.002777778,8.95E-07,0.02962963,1.02E-06,0.018726592,8.95E-07,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__,Firmicutes,UBA5026 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_B_1_2682.70.fa,0.002222222,2.58E-07,0.02962963,2.58E-07,0.014981273,2.58E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Firm-18;g__UBA1775;s__,Firmicutes_A,UBA1775 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_D_12_1182.18.fa,0.002222222,2.82E-07,0.02962963,2.82E-07,0.014981273,2.82E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1081;s__,Firmicutes_A,UBA1081 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_D_12_1182.378.fa,0.002222222,4.23E-06,0.02962963,4.23E-06,0.014981273,4.23E-06,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__,Firmicutes,CAG-1000 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_D_19_2669.93.fa,0.002777778,1.19E-05,0.02962963,1.48E-05,0.018726592,1.19E-05,0,,0,,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__,Cyanobacteria,Zag111 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_F_8_1202.30.fa,0.003333333,1.24E-06,0.02962963,1.74E-06,0.018726592,1.43E-06,0.001715266,3.09E-07,0,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__,Proteobacteria,RUG410 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_18_2610.190.fa,0.002222222,6.89E-07,0.02962963,6.89E-07,0.014981273,6.89E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,Firmicutes_A,Clostridium sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_5_2395.36.fa,0.002222222,4.32E-07,0.02962963,4.32E-07,0.014981273,4.32E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__,Firmicutes_A,CAG-110 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_16_2625.297.fa,0.003333333,4.60E-06,0.02962963,6.68E-06,0.02247191,4.60E-06,0,,0,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__,Bacteroidota,RF16 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_10_2632.271.fa,0.002777778,6.86E-07,0.02962963,8.04E-07,0.014981273,8.04E-07,0.001715266,2.11E-07,0,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__,Proteobacteria,Sutterella sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_13_2496.206.fa,0.002777778,1.81E-06,0.02962963,2.16E-06,0.014981273,2.16E-06,0.001715266,4.28E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__,Firmicutes_A,UBA10281 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_N_17_1305.87.fa,0.002222222,4.08E-07,0.02962963,4.08E-07,0.014981273,4.08E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__,Firmicutes_A,Eubacterium_F sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_2_2674.30.fa,0.004444444,4.67E-07,0.02962963,5.76E-07,0.02247191,5.04E-07,0.003430532,3.57E-07,0,,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__,Cyanobacteria,RUG841 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_14_1640.406.fa,0.002222222,5.52E-07,0.02962963,5.52E-07,0.014981273,5.52E-07,0,,0,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__,Actinobacteriota,Eggerthellaceae sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_20_1653.105.fa,0.002222222,6.19E-07,0.02962963,6.19E-07,0.014981273,6.19E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__,Firmicutes_A,CAG-115 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_20_1653.157.fa,0.002777778,1.23E-06,0.02962963,8.36E-07,0.014981273,8.36E-07,0.001715266,2.81E-06,0,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__,Bacteroidota,RF16 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_24_1660.231.fa,0.002222222,3.11E-06,0.02962963,3.11E-06,0.014981273,3.11E-06,0,,0,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,Actinobacteriota,Collinsella sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_6_1188.319.fa,0.002222222,4.13E-06,0.02962963,4.13E-06,0.014981273,4.13E-06,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp002478945,Firmicutes_A,CAG-475 sp002478945,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_12_2317.152.fa,0.002222222,6.06E-07,0.02962963,6.06E-07,0.014981273,6.06E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-557;s__,Firmicutes_A,CAG-557 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_14_2320.166.fa,0.002777778,1.13E-06,0.02962963,1.36E-06,0.018726592,1.13E-06,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__;s__,Firmicutes_A,CAG-917 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_16_2355.322.fa,0.002777778,4.55E-07,0.02962963,4.94E-07,0.014981273,4.94E-07,0.001715266,2.97E-07,0,,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__,Spirochaetota,Treponema_D sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_18_2379.45.fa,0.002777778,2.86E-07,0.02962963,3.02E-07,0.018726592,2.86E-07,0,,0,,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__,Cyanobacteria,Zag1 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_4_2225.386.fa,0.002222222,8.44E-07,0.02962963,8.44E-07,0.014981273,8.44E-07,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__,Firmicutes,CAG-1000 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_12_1556.282.fa,0.005,3.49E-07,0.02962963,2.96E-07,0.02247191,3.76E-07,0.005145798,2.95E-07,0,,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__,Cyanobacteria,CAG-196 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_12_1556.33.fa,0.002222222,2.30E-07,0.02962963,2.30E-07,0.014981273,2.30E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,Firmicutes_A,UBA737 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_18_1662.318.fa,0.002222222,3.24E-07,0.02962963,3.24E-07,0.014981273,3.24E-07,0,,0,,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__;g__;s__,Cyanobacteria,Gastranaerophilales sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_B_15_RAU0016YZ.70.fa,0.006666667,1.85E-06,0.02962963,1.20E-06,0.02247191,9.01E-07,0.010291595,2.80E-06,0,,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__QHMH01;s__QHMH01 sp003258795,Cyanobacteria,QHMH01 sp003258795,FALSE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_B_9_CHE0002SZ.104.fa,0.003888889,1.49E-06,0.02962963,1.02E-06,0.02247191,1.20E-06,0.001715266,3.29E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,Firmicutes_A,CAG-269 sp.,FALSE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_7_CHE0004BZ.233.fa,0.002777778,9.26E-07,0.02962963,5.45E-07,0.018726592,9.26E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,Firmicutes_A,CAG-269 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_1_RAJ0018YZ.18.fa,0.006111111,1.16E-06,0.02962963,4.61E-07,0.018726592,4.49E-07,0.010291595,1.76E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,Firmicutes_A,Lachnospiraceae sp.,FALSE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_7_RAU0027AZ.178.fa,0.003888889,6.80E-07,0.02962963,1.28E-07,0.014981273,1.28E-07,0.005145798,1.42E-06,0,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__UBA1997;g__;s__,Proteobacteria,UBA1997 sp.,FALSE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_7_RAU0027AZ.270.fa,0.003888889,6.00E-07,0.02962963,6.59E-07,0.02247191,5.33E-07,0.001715266,1.00E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA4636;s__,Firmicutes_A,UBA4636 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_7_RAU0027AZ.302.fa,0.003888889,7.21E-07,0.02962963,5.97E-07,0.018726592,5.23E-07,0.003430532,1.22E-06,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA3631;s__,Firmicutes,UBA3631 sp.,TRUE,0.000230436,3.637450599,-0.02962963,28.84304207,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ.44.fa,0.007222222,2.91E-06,0.02962963,1.39E-06,0.018726592,1.15E-06,0.013722127,4.01E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__;s__,Firmicutes_A,UBA1242 sp.,FALSE,0.000230436,3.637450599,-0.02962963,28.84304207,
GUT_GENOME261409.fna,0.083333333,1.63E-06,0.192592593,1.39E-06,0.119850187,1.22E-06,0.065180103,9.84E-07,0.084210526,2.10E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__CAG-460 sp900544625,Firmicutes,CAG-460 sp900544625,FALSE,0.000275165,3.560407584,-0.108382066,27.26537217,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_19_RAU1029Y.83.fa,0.045555556,2.06E-06,0.066666667,8.46E-07,0.056179775,6.71E-07,0.096054889,2.70E-06,0.011578947,7.18E-07,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__CAG-312 sp002405555,Verrucomicrobiota,CAG-312 sp002405555,FALSE,0.000278393,3.555341378,-0.055087719,27.22491909,
GUT_GENOME126839.fna,0.265555556,2.80E-06,0.340740741,1.93E-06,0.329588015,2.29E-06,0.349914237,3.00E-06,0.195789474,2.82E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H,Firmicutes_A,Faecalibacterium prausnitzii_H,FALSE,0.000287814,3.540888196,-0.144951267,27.18446602,
GUT_GENOME106118.fna,0.025,3.74E-06,0.096296296,6.41E-06,0.063670412,5.06E-06,0.005145798,2.51E-06,0.026315789,2.99E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__CAG-1000 sp000436975,Firmicutes,CAG-1000 sp000436975,FALSE,0.000334477,3.475633596,-0.069980507,27.14401294,
GUT_GENOME268003.fna,0.037222222,2.83E-07,0.118518519,4.30E-07,0.086142322,3.66E-07,0.012006861,2.15E-07,0.038947368,2.44E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UMGS1449;s__,Firmicutes,UMGS1449 sp.,FALSE,0.000350556,3.455242065,-0.07957115,27.10355987,
GUT_GENOME015181.fna,0.032222222,2.19E-06,0.103703704,1.95E-06,0.06741573,1.77E-06,0.018867925,4.24E-06,0.030526316,1.66E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-762;s__CAG-762 sp000432575,Firmicutes,CAG-762 sp000432575,FALSE,0.000352877,3.452377132,-0.073177388,27.0631068,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_24_1038.87.fa,0.008888889,6.66E-07,0.051851852,1.04E-06,0.029962547,9.34E-07,0.003430532,3.40E-07,0.006315789,4.18E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,Firmicutes_A,CAG-269 sp.,FALSE,0.000357743,3.446428554,-0.045536062,27.02265372,
GUT_GENOME035511.fna,0.016666667,2.54E-07,0.044444444,2.33E-07,0.029962547,2.54E-07,0.030874786,2.54E-07,0.004210526,2.56E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I sp900557275,Firmicutes_A,Eubacterium_I sp900557275,FALSE,0.000458565,3.338599106,-0.040233918,26.94174757,
GUT_GENOME212278.fna,0.007777778,1.09E-06,0.044444444,1.32E-06,0.02247191,1.32E-06,0.006861063,1.19E-06,0.004210526,6.49E-07,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar,Firmicutes_C,Veillonella dispar,FALSE,0.000458565,3.338599106,-0.040233918,26.94174757,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_3_RAJ1020YZ.164.fa,0.01,1.23E-06,0.044444444,4.51E-07,0.026217228,4.35E-07,0.012006861,1.56E-06,0.004210526,2.06E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307;s__CAG-307 sp900547045,Firmicutes,CAG-307 sp900547045,FALSE,0.000458565,3.338599106,-0.040233918,26.94174757,
GUT_GENOME010079.fna,0.007222222,3.06E-06,0.037037037,4.15E-07,0.029962547,4.35E-07,0.005145798,7.29E-07,0.002105263,1.71E-05,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__,Firmicutes_A,UMGS1865 sp.,FALSE,0.000474808,3.323481984,-0.034931774,26.75970874,
GUT_GENOME278232.fna,0.005555556,3.81E-07,0.037037037,2.07E-07,0.02247191,2.02E-07,0.003430532,2.77E-07,0.002105263,1.02E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1491;s__,Firmicutes_A,UMGS1491 sp.,FALSE,0.000474808,3.323481984,-0.034931774,26.75970874,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.403.fa,0.005555556,3.13E-07,0.037037037,2.71E-07,0.026217228,2.74E-07,0.001715266,1.56E-07,0.002105263,5.27E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA7868;s__,Firmicutes_A,UBA7868 sp.,TRUE,0.000474808,3.323481984,-0.034931774,26.75970874,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_23_1525.122.fa,0.005555556,1.31E-06,0.037037037,2.31E-06,0.029962547,1.56E-06,0,,0.002105263,3.14E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,Firmicutes_A,UBA737 sp.,TRUE,0.000474808,3.323481984,-0.034931774,26.75970874,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_7_2143.275.fa,0.003888889,7.86E-07,0.037037037,8.88E-07,0.018726592,8.88E-07,0,,0.002105263,5.31E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA7868;s__,Firmicutes_A,UBA7868 sp.,TRUE,0.000474808,3.323481984,-0.034931774,26.75970874,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_H_9_THA1076JZ.92.fa,0.009444444,2.96E-06,0.037037037,1.30E-06,0.02247191,1.13E-06,0.015437393,4.53E-06,0.002105263,1.38E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__,Firmicutes,CAG-1000 sp.,FALSE,0.000474808,3.323481984,-0.034931774,26.75970874,
GUT_GENOME180274.fna,0.305,1.05E-06,0.414814815,7.70E-07,0.235955056,7.33E-07,0.403087479,1.14E-06,0.264210526,1.04E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000431575,Firmicutes_A,CAG-83 sp000431575,FALSE,0.00047567,3.322694458,-0.150604288,26.61812298,
GUT_GENOME049930.fna,0.015555556,5.93E-07,0.051851852,8.08E-07,0.029962547,7.25E-07,0.022298456,5.64E-07,0.007368421,4.97E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994;s__UMGS1994 sp900553945,Firmicutes_A,UMGS1994 sp900553945,FALSE,0.000641659,3.192695822,-0.044483431,26.51699029,
GUT_GENOME122227.fna,0.008333333,3.49E-07,0.051851852,3.00E-07,0.026217228,3.00E-07,0.001715266,3.00E-07,0.007368421,4.05E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575;s__,Firmicutes_A,GCA-900066575 sp.,FALSE,0.000641659,3.192695822,-0.044483431,26.51699029,
