Genome,Kingdom,Phylum,Class,Order,Family,Genus,Species
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.128.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.137.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.142.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.157.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.163.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.170.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.180.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.187.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.211.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.217.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.223.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.227.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.249.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.266.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.267.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.274.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.299.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.306.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.36.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.365.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.374.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.397.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.403.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.406.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.411.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.68.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_22_1662.96.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_23_1541.12.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_23_1541.147.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_23_1541.7.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_23_1541.97.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_9_1548.96.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_12_1156.112.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_12_1156.113.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_12_1156.138.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_12_1156.254.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_12_1156.42.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_14_1158.145.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_14_1158.184.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_14_1158.225.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_14_1158.285.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_14_1158.297.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_19_1040.98.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_22_1166.105.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_22_1166.130.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_22_1166.229.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_22_1166.6.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_22_1166.69.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.140.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.182.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.237.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.271.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.276.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.331.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.34.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.354.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_6_1150.139.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_6_1150.154.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_6_1150.161.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_6_1150.50.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_6_1150.86.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_11_1531.18.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_11_1531.58.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_11_1531.83.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_17_1528.141.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_17_1528.66.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_1_1540.14.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_1_1540.179.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_1_1540.35.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_1_1540.37.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_21_1526.119.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_23_1525.122.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_23_1525.128.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_23_1525.153.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_23_1525.163.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_23_1525.192.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_23_1525.223.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_23_1525.225.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_23_1525.65.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_3_1539.142.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_3_1539.236.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_5_1538.137.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_5_1538.177.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_5_1538.182.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_5_1538.186.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_5_1538.208.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_5_1538.42.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_5_1538.51.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_M_18_1188.49.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_M_24_1194.123.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_M_24_1194.22.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_M_24_1194.252.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_M_24_1194.261.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_4_1847.2.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_4_1847.46.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_4_1847.49.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_4_1847.58.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_4_1847.6.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_4_1847.73.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_4_1847.74.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_4_1847.78.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_6_1848.100.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_9_1723.110.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_9_1723.136.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_9_1723.156.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_10_2221.157.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_10_2221.40.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_16_2233.154.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_16_2233.225.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_18_2239.151.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_18_2239.18.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_18_2239.206.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_18_2239.213.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_18_2239.370.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_18_2239.402.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_1_1963.103.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_1_1963.250.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_1_1963.77.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_20_2245.115.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_20_2245.138.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
